./gcta64_wrapper.sh Artery_Tibial 18 18_rs1044656_Artery_Tibial_ENSG00000263753.2.ma 18_rs1044656_Artery_Tibial_ENSG00000263753
./gcta64_wrapper.sh Artery_Tibial 18 18_rs113092177_Artery_Tibial_ENSG00000261126.3.ma 18_rs113092177_Artery_Tibial_ENSG00000261126
./gcta64_wrapper.sh Artery_Tibial 18 18_rs12455439_Artery_Tibial_ENSG00000267199.1.ma 18_rs12455439_Artery_Tibial_ENSG00000267199
./gcta64_wrapper.sh Artery_Tibial 18 18_rs140350056_Artery_Tibial_ENSG00000075643.5.ma 18_rs140350056_Artery_Tibial_ENSG00000075643
./gcta64_wrapper.sh Artery_Tibial 18 18_rs34448712_Artery_Tibial_ENSG00000141391.9.ma 18_rs34448712_Artery_Tibial_ENSG00000141391
./gcta64_wrapper.sh Artery_Tibial 18 18_rs34448712_Artery_Tibial_ENSG00000267108.1.ma 18_rs34448712_Artery_Tibial_ENSG00000267108
./gcta64_wrapper.sh Artery_Tibial 18 18_rs34864428_Artery_Tibial_ENSG00000170579.10.ma 18_rs34864428_Artery_Tibial_ENSG00000170579
./gcta64_wrapper.sh Artery_Tibial 18 18_rs3730668_Artery_Tibial_ENSG00000101751.6.ma 18_rs3730668_Artery_Tibial_ENSG00000101751
./gcta64_wrapper.sh Artery_Tibial 18 18_rs402348_Artery_Tibial_ENSG00000119537.11.ma 18_rs402348_Artery_Tibial_ENSG00000119537
./gcta64_wrapper.sh Artery_Tibial 18 18_rs4530213_Artery_Tibial_ENSG00000263006.2.ma 18_rs4530213_Artery_Tibial_ENSG00000263006
./gcta64_wrapper.sh Artery_Tibial 18 18_rs472992_Artery_Tibial_ENSG00000101639.14.ma 18_rs472992_Artery_Tibial_ENSG00000101639
./gcta64_wrapper.sh Artery_Tibial 18 18_rs4799113_Artery_Tibial_ENSG00000226742.3.ma 18_rs4799113_Artery_Tibial_ENSG00000226742
./gcta64_wrapper.sh Artery_Tibial 18 18_rs7233757_Artery_Tibial_ENSG00000128791.7.ma 18_rs7233757_Artery_Tibial_ENSG00000128791
./gcta64_wrapper.sh Artery_Tibial 18 18_rs7234128_Artery_Tibial_ENSG00000263627.1.ma 18_rs7234128_Artery_Tibial_ENSG00000263627
./gcta64_wrapper.sh Artery_Tibial 18 18_rs7237497_Artery_Tibial_ENSG00000260302.1.ma 18_rs7237497_Artery_Tibial_ENSG00000260302
./gcta64_wrapper.sh Artery_Tibial 18 18_rs8083389_Artery_Tibial_ENSG00000141759.10.ma 18_rs8083389_Artery_Tibial_ENSG00000141759
